Control Number,Account Name,District,Street,Connection Type,Connection Status,Last Reading,2019_DEC,2020_JAN,2020_FEB,2020_MAR,2020_APR,2020_MAY,2020_JUN,2020_JUL,2020_AUG,2020_SEP,2020_OCT,2020_NOV,2020_DEC,2022_JAN,2022_FEB,2022_MAR,2022_APR,2022_MAY,2022_JUN,2022_JUL,2022_AUG,2022_SEP,2022_OCT,2022_NOV,2022_DEC,2023_JAN,2023_FEB,2023_MAR,2023_APR,2023_MAY,2023_JUN,2023_JUL,2023_AUG,2023_SEP,2023_OCT,2023_NOV,2023_DEC,2024_JAN,2024_FEB,2024_MAR,2024_APR,2024_MAY,2024_JUN,2024_JUL,2024_AUG,2024_SEP,2024_OCT,2024_NOV,2024_DEC,2025_JAN,2025_FEB,2025_MAR,2025_APR,2025_MAY
501352,,,,,Unknown,44.0,60.0,44.0,51.0,116.0,58.0,85.0,47.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,0.0,42.0,,,52.0,60.0,61.0,50.0,,29.0,,,32.0,,,44.0,,,,,
501353,,,,,Unknown,15.0,0.0,56.0,0.0,112.0,56.0,32.0,34.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,21.0,19.0,,,15.0,20.0,9.0,24.0,,23.0,,,22.0,,,15.0,,,,,
501354,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501355,,,,,Unknown,15.0,39.0,5.0,13.0,26.0,13.0,20.0,26.0,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,6.0,8.0,,,3.0,4.0,6.0,8.0,,5.0,,,10.0,,,15.0,,,,,
501356,,,,,Unknown,19.0,38.0,38.0,50.0,95.0,47.0,49.0,32.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,21.0,23.0,,,13.0,25.0,20.0,24.0,,16.0,,,18.0,,,19.0,,,,,
501357,,,,,Unknown,62.0,51.0,28.0,0.0,62.0,31.0,22.0,18.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,16.0,20.0,,,0.0,0.0,0.0,0.0,,22.0,,,49.0,,,62.0,,,,,
501358,,,,,Unknown,24.0,104.0,75.0,0.0,308.0,154.0,0.0,125.0,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,72.0,,,174.0,,,24.0,,,,,
501359,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,7.0,13.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,
501360,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501361,,,,,Unknown,14.0,43.0,48.0,34.0,0.0,0.0,0.0,0.0,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,24.0,36.0,,,29.0,16.0,13.0,16.0,,14.0,,,0.0,,,14.0,,,,,
501362,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501363,,,,,Unknown,14.0,0.0,0.0,0.0,88.0,44.0,11.0,29.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,20.0,25.0,,,20.0,24.0,21.0,20.0,,15.0,,,5.0,,,14.0,,,,,
501364,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,53.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501365,,,,,Unknown,12.0,0.0,35.0,16.0,31.0,15.0,23.0,16.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,7.0,4.0,4.0,9.0,,7.0,,,8.0,,,12.0,,,,,
501366,,,,,Unknown,25.0,30.0,26.0,0.0,111.0,55.0,69.0,61.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,23.0,34.0,,,16.0,19.0,15.0,19.0,,20.0,,,31.0,,,25.0,,,,,
501367,,,,,Unknown,0.0,0.0,32.0,9.0,36.0,18.0,27.0,27.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,4.0,9.0,9.0,4.0,,3.0,,,10.0,,,0.0,,,,,
501368,,,,,Unknown,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,35.0,0.0,,,0.0,0.0,0.0,56.0,,7.0,,,10.0,,,4.0,,,,,
501369,,,,,Unknown,0.0,22.0,83.0,50.0,127.0,63.0,46.0,18.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501370,,,,,Unknown,22.0,58.0,29.0,38.0,110.0,55.0,39.0,30.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,15.0,18.0,,,23.0,3.0,13.0,15.0,,15.0,,,18.0,,,22.0,,,,,
501371,,,,,Unknown,28.0,0.0,37.0,0.0,28.0,14.0,16.0,17.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,24.0,,,20.0,11.0,29.0,18.0,,15.0,,,26.0,,,28.0,,,,,
501372,,,,,Unknown,30.0,23.0,14.0,26.0,49.0,25.0,29.0,16.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,25.0,28.0,,,13.0,16.0,14.0,23.0,,11.0,,,19.0,,,30.0,,,,,
501373,,,,,Unknown,18.0,15.0,14.0,0.0,47.0,23.0,21.0,12.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,19.0,24.0,,,29.0,50.0,82.0,0.0,,9.0,,,17.0,,,18.0,,,,,
501374,,,,,Unknown,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18.0,16.0,,,21.0,0.0,31.0,30.0,,12.0,,,32.0,,,29.0,,,,,
501375,,,,,Unknown,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,5.0,,,16.0,14.0,14.0,19.0,,17.0,,,17.0,,,15.0,,,,,
501376,,,,,Unknown,48.0,18.0,18.0,24.0,49.0,25.0,39.0,18.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,49.0,38.0,,,32.0,41.0,48.0,0.0,,0.0,,,52.0,,,48.0,,,,,
501377,,,,,Unknown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501378,,,,,Unknown,7.0,0.0,0.0,5.0,24.0,12.0,18.0,12.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,4.0,3.0,3.0,8.0,,8.0,,,4.0,,,7.0,,,,,
501379,,,,,Unknown,11.0,0.0,16.0,9.0,4.0,2.0,10.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,7.0,,,11.0,11.0,7.0,11.0,,7.0,,,6.0,,,11.0,,,,,
501380,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501381,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,
501382,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501383,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501384,,,,,Unknown,0.0,15.0,7.0,11.0,17.0,9.0,13.0,10.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,0.0,21.0,,,28.0,16.0,22.0,0.0,,20.0,,,23.0,,,0.0,,,,,
501385,,,,,Unknown,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,114.0,,,29.0,40.0,40.0,0.0,,98.0,,,27.0,,,83.0,,,,,
501386,,,,,Unknown,3.0,16.0,8.0,0.0,38.0,19.0,18.0,11.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,9.0,10.0,,,7.0,7.0,5.0,10.0,,1.0,,,6.0,,,3.0,,,,,
501387,,,,,Unknown,17.0,0.0,0.0,0.0,205.0,103.0,117.0,67.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,20.0,27.0,,6.0,,,9.0,,,17.0,,,,,
501388,,,,,Unknown,14.0,0.0,7.0,0.0,17.0,9.0,6.0,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,8.0,,,0.0,0.0,0.0,0.0,,7.0,,,10.0,,,14.0,,,,,
501389,,,,,Unknown,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,34.0,22.0,,,27.0,24.0,34.0,0.0,,16.0,,,28.0,,,30.0,,,,,
501390,,,,,Unknown,60.0,0.0,0.0,0.0,126.0,63.0,64.0,32.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,60.0,34.0,,,51.0,44.0,57.0,51.0,,26.0,,,30.0,,,60.0,,,,,
501391,,,,,Unknown,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,13.0,,,9.0,11.0,13.0,19.0,,14.0,,,12.0,,,16.0,,,,,
501392,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501393,,,,,Unknown,10.0,0.0,22.0,16.0,42.0,21.0,31.0,21.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,23.0,0.0,,,8.0,10.0,6.0,10.0,,1.0,,,9.0,,,10.0,,,,,
501394,,,,,Unknown,20.0,17.0,14.0,0.0,1.0,1.0,5.0,2.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,9.0,10.0,12.0,3.0,,0.0,,,14.0,,,20.0,,,,,
501395,,,,,Unknown,25.0,27.0,16.0,36.0,45.0,23.0,32.0,18.0,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,30.0,30.0,,,36.0,24.0,22.0,27.0,,44.0,,,15.0,,,25.0,,,,,
501396,,,,,Unknown,21.0,0.0,69.0,0.0,159.0,79.0,93.0,51.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,21.0,20.0,,,0.0,0.0,4.0,30.0,,27.0,,,32.0,,,21.0,,,,,
501397,,,,,Unknown,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501398,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501399,,,,,Unknown,0.0,0.0,7.0,0.0,20.0,10.0,15.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501400,,,,,Unknown,35.0,0.0,23.0,20.0,38.0,19.0,30.0,11.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,23.0,,,26.0,25.0,32.0,34.0,,14.0,,,42.0,,,35.0,,,,,
501401,,,,,Unknown,0.0,0.0,0.0,0.0,134.0,67.0,56.0,43.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,14.0,,,0.0,,,,,
501402,,,,,Unknown,9.0,5.0,3.0,4.0,8.0,4.0,6.0,4.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,7.0,8.0,,,8.0,6.0,4.0,14.0,,14.0,,,12.0,,,9.0,,,,,
501403,,,,,Unknown,7.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,10.0,,,3.0,3.0,5.0,0.0,,0.0,,,4.0,,,7.0,,,,,
501404,,,,,Unknown,29.0,158.0,57.0,119.0,289.0,145.0,76.0,63.0,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,43.0,30.0,,,40.0,37.0,30.0,18.0,,11.0,,,28.0,,,29.0,,,,,
501405,,,,,Unknown,18.0,56.0,36.0,21.0,153.0,77.0,86.0,76.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,23.0,114.0,,,38.0,26.0,172.0,45.0,,42.0,,,12.0,,,18.0,,,,,
501406,,,,,Unknown,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,6.0,,,5.0,4.0,3.0,14.0,,5.0,,,5.0,,,8.0,,,,,
501407,,,,,Unknown,13.0,9.0,9.0,20.0,40.0,20.0,21.0,18.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,11.0,18.0,,,10.0,14.0,16.0,16.0,,14.0,,,13.0,,,13.0,,,,,
501408,,,,,Unknown,24.0,16.0,14.0,14.0,34.0,17.0,0.0,39.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,24.0,28.0,,,9.0,16.0,16.0,13.0,,6.0,,,24.0,,,24.0,,,,,
501409,,,,,Unknown,23.0,29.0,13.0,28.0,72.0,36.0,29.0,19.0,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,,,8.0,11.0,19.0,0.0,,19.0,,,16.0,,,23.0,,,,,
501410,,,,,Unknown,39.0,47.0,33.0,41.0,80.0,40.0,71.0,33.0,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,21.0,18.0,29.0,,15.0,,,19.0,,,39.0,,,,,
501411,,,,,Unknown,21.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,3.0,,,21.0,,,21.0,,,,,
501412,,,,,Unknown,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,28.0,21.0,,,0.0,0.0,120.0,0.0,,0.0,,,32.0,,,38.0,,,,,
501413,,,,,Unknown,0.0,0.0,0.0,16.0,23.0,11.0,19.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,11.0,1.0,0.0,0.0,,0.0,,,1.0,,,0.0,,,,,
501414,,,,,Unknown,35.0,25.0,8.0,0.0,26.0,13.0,13.0,6.0,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,12.0,10.0,,,0.0,16.0,12.0,10.0,,5.0,,,8.0,,,35.0,,,,,
501415,,,,,Unknown,4.0,0.0,108.0,23.0,6.0,3.0,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,5.0,4.0,,1.0,,,7.0,,,4.0,,,,,
501416,,,,,Unknown,37.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,45.0,49.0,,,47.0,33.0,38.0,43.0,,27.0,,,30.0,,,37.0,,,,,
501417,,,,,Unknown,11.0,11.0,5.0,0.0,5.0,3.0,10.0,9.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,23.0,20.0,,,31.0,14.0,16.0,21.0,,7.0,,,24.0,,,11.0,,,,,
501418,,,,,Unknown,11.0,0.0,45.0,12.0,53.0,27.0,39.0,28.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,,,21.0,23.0,23.0,16.0,,13.0,,,17.0,,,11.0,,,,,
501419,,,,,Unknown,109.0,0.0,102.0,20.0,121.0,61.0,55.0,45.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,40.0,66.0,,,44.0,75.0,108.0,102.0,,58.0,,,74.0,,,109.0,,,,,
501420,,,,,Unknown,22.0,1.0,14.0,0.0,59.0,29.0,19.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,17.0,20.0,,,37.0,32.0,16.0,27.0,,37.0,,,32.0,,,22.0,,,,,
501421,,,,,Unknown,12.0,19.0,9.0,0.0,40.0,20.0,13.0,4.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,18.0,20.0,,,9.0,8.0,10.0,18.0,,10.0,,,6.0,,,12.0,,,,,
501422,,,,,Unknown,6.0,0.0,18.0,0.0,30.0,15.0,15.0,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,12.0,,,7.0,5.0,6.0,9.0,,3.0,,,5.0,,,6.0,,,,,
501423,,,,,Unknown,1.0,0.0,17.0,9.0,18.0,9.0,10.0,9.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,7.0,,,5.0,4.0,4.0,6.0,,4.0,,,4.0,,,1.0,,,,,
501424,,,,,Unknown,0.0,0.0,37.0,6.0,25.0,13.0,29.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,1.0,,,0.0,,,,,
501425,,,,,Unknown,29.0,0.0,37.0,31.0,45.0,23.0,29.0,15.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,61.0,,,18.0,18.0,18.0,31.0,,25.0,,,29.0,,,29.0,,,,,
501426,,,,,Unknown,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501427,,,,,Unknown,3.0,0.0,59.0,23.0,8.0,4.0,106.0,33.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,20.0,17.0,,,2.0,2.0,2.0,2.0,,2.0,,,2.0,,,3.0,,,,,
501428,,,,,Unknown,14.0,0.0,30.0,0.0,52.0,26.0,28.0,13.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,41.0,28.0,,,18.0,17.0,13.0,24.0,,15.0,,,0.0,,,14.0,,,,,
501429,,,,,Unknown,13.0,0.0,46.0,0.0,73.0,37.0,22.0,20.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,53.0,41.0,,,39.0,30.0,30.0,40.0,,18.0,,,17.0,,,13.0,,,,,
501430,,,,,Unknown,24.0,0.0,0.0,0.0,15.0,7.0,10.0,11.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,12.0,18.0,,,7.0,8.0,9.0,16.0,,17.0,,,23.0,,,24.0,,,,,
501431,,,,,Unknown,30.0,58.0,0.0,0.0,81.0,41.0,17.0,11.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,12.0,10.0,,,23.0,23.0,22.0,15.0,,11.0,,,12.0,,,30.0,,,,,
501432,,,,,Unknown,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,42.0,47.0,,,41.0,35.0,35.0,0.0,,24.0,,,21.0,,,24.0,,,,,
501433,,,,,Unknown,37.0,0.0,0.0,0.0,22.0,11.0,12.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,10.0,,,6.0,7.0,9.0,11.0,,12.0,,,30.0,,,37.0,,,,,
501434,,,,,Unknown,8.0,0.0,4.0,1.0,4.0,2.0,0.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,,10.0,3.0,9.0,15.0,,12.0,,,10.0,,,8.0,,,,,
501435,,,,,Unknown,14.0,36.0,28.0,0.0,98.0,49.0,38.0,20.0,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,6.0,4.0,5.0,10.0,,3.0,,,12.0,,,14.0,,,,,
501436,,,,,Unknown,23.0,0.0,0.0,0.0,49.0,25.0,21.0,13.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,20.0,17.0,,,10.0,25.0,26.0,20.0,,18.0,,,24.0,,,23.0,,,,,
501437,,,,,Unknown,58.0,0.0,50.0,35.0,102.0,51.0,53.0,40.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,63.0,84.0,,,81.0,81.0,77.0,92.0,,55.0,,,76.0,,,58.0,,,,,
501438,,,,,Unknown,0.0,0.0,18.0,10.0,27.0,13.0,184.0,37.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,59.0,,,0.0,,,,,
501439,,,,,Unknown,16.0,15.0,11.0,21.0,35.0,17.0,29.0,19.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,25.0,22.0,,,12.0,20.0,18.0,29.0,,22.0,,,23.0,,,16.0,,,,,
501440,,,,,Unknown,5.0,0.0,0.0,16.0,4.0,2.0,168.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,5.0,3.0,3.0,5.0,,4.0,,,3.0,,,5.0,,,,,
501441,,,,,Unknown,26.0,43.0,24.0,34.0,63.0,31.0,9.0,6.0,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,46.0,44.0,,,13.0,20.0,15.0,20.0,,0.0,,,37.0,,,26.0,,,,,
501442,,,,,Unknown,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,21.0,,,0.0,,,0.0,,,,,
501443,,,,,Unknown,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,9.0,10.0,14.0,12.0,,2.0,,,8.0,,,14.0,,,,,
501444,,,,,Unknown,0.0,14.0,10.0,0.0,27.0,13.0,16.0,8.0,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,10.0,4.0,3.0,10.0,,0.0,,,0.0,,,0.0,,,,,
501445,,,,,Unknown,57.0,63.0,43.0,65.0,135.0,67.0,62.0,43.0,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,72.0,81.0,,,83.0,58.0,40.0,43.0,,70.0,,,63.0,,,57.0,,,,,
501446,,,,,Unknown,40.0,241.0,131.0,107.0,420.0,210.0,260.0,244.0,,,,,,241.0,,,,,,,,,,,,,,,,,,,,,32.0,44.0,,,0.0,42.0,26.0,40.0,,0.0,,,44.0,,,40.0,,,,,
501447,,,,,Unknown,14.0,0.0,6.0,4.0,5.0,3.0,20.0,12.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,20.0,,,12.0,14.0,10.0,19.0,,14.0,,,15.0,,,14.0,,,,,
501448,,,,,Unknown,0.0,0.0,10.0,3.0,12.0,6.0,10.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
501449,,,,,Unknown,117.0,57.0,55.0,82.0,183.0,91.0,86.0,55.0,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,82.0,110.0,,,79.0,86.0,122.0,161.0,,85.0,,,90.0,,,117.0,,,,,
501450,,,,,Unknown,2.0,0.0,426.0,0.0,833.0,417.0,367.0,439.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,170.0,63.0,,,83.0,77.0,226.0,156.0,,54.0,,,188.0,,,2.0,,,,,
501451,,,,,Unknown,13.0,19.0,6.0,12.0,21.0,11.0,10.0,7.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,10.0,13.0,,,9.0,9.0,8.0,12.0,,11.0,,,9.0,,,13.0,,,,,
501452,,,,,Unknown,15.0,24.0,12.0,15.0,35.0,17.0,22.0,22.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,18.0,23.0,,,15.0,18.0,10.0,0.0,,23.0,,,29.0,,,15.0,,,,,
501453,,,,,Unknown,2.0,0.0,5.0,0.0,13.0,7.0,7.0,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,4.0,3.0,2.0,2.0,,3.0,,,0.0,,,2.0,,,,,
501454,,,,,Unknown,11.0,0.0,66.0,31.0,74.0,37.0,47.0,49.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,30.0,31.0,,,3.0,8.0,16.0,15.0,,25.0,,,18.0,,,11.0,,,,,
501455,,,,,Unknown,36.0,21.0,10.0,0.0,43.0,21.0,23.0,15.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,26.0,17.0,,,23.0,20.0,26.0,26.0,,9.0,,,30.0,,,36.0,,,,,
501456,,,,,Unknown,29.0,0.0,18.0,0.0,44.0,22.0,22.0,12.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18.0,20.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,29.0,,,,,
501457,,,,,Unknown,47.0,43.0,12.0,0.0,40.0,20.0,14.0,0.0,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,68.0,50.0,,,44.0,39.0,28.0,40.0,,39.0,,,17.0,,,47.0,,,,,
501458,,,,,Unknown,12.0,0.0,4.0,1.0,10.0,5.0,8.0,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,,7.0,12.0,11.0,0.0,,0.0,,,0.0,,,12.0,,,,,
501459,,,,,Unknown,88.0,0.0,76.0,0.0,71.0,35.0,6.0,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,132.0,,,81.0,85.0,80.0,75.0,,55.0,,,79.0,,,88.0,,,,,
501460,,,,,Unknown,1.0,0.0,0.0,19.0,7.0,3.0,2.0,15.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,25.0,4.0,,,8.0,10.0,33.0,17.0,,10.0,,,0.0,,,1.0,,,,,
501461,,,,,Unknown,73.0,0.0,115.0,0.0,197.0,99.0,118.0,44.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,114.0,76.0,,,104.0,58.0,64.0,94.0,,73.0,,,125.0,,,73.0,,,,,
501462,,,,,Unknown,3.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,5.0,,,1.0,2.0,4.0,14.0,,3.0,,,2.0,,,3.0,,,,,
501463,,,,,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,,
